Num,Image url,Name,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
387,https://img.pokemondb.net/sprites/sword-shield/icon/turtwig.png,Turtwig,Grass,,318,55,68,64,45,55,31
388,https://img.pokemondb.net/sprites/sword-shield/icon/grotle.png,Grotle,Grass,,405,75,89,85,55,65,36
389,https://img.pokemondb.net/sprites/sword-shield/icon/torterra.png,Torterra,Grass,Ground,525,95,109,105,75,85,56
390,https://img.pokemondb.net/sprites/sword-shield/icon/chimchar.png,Chimchar,Fire,,309,44,58,44,58,44,61
391,https://img.pokemondb.net/sprites/sword-shield/icon/monferno.png,Monferno,Fire,Fighting,405,64,78,52,78,52,81
392,https://img.pokemondb.net/sprites/sword-shield/icon/infernape.png,Infernape,Fire,Fighting,534,76,104,71,104,71,108
393,https://img.pokemondb.net/sprites/sword-shield/icon/piplup.png,Piplup,Water,,314,53,51,53,61,56,40
394,https://img.pokemondb.net/sprites/sword-shield/icon/prinplup.png,Prinplup,Water,,405,64,66,68,81,76,50
395,https://img.pokemondb.net/sprites/sword-shield/icon/empoleon.png,Empoleon,Water,Steel,530,84,86,88,111,101,60
396,https://img.pokemondb.net/sprites/sword-shield/icon/starly.png,Starly,Normal,Flying,245,40,55,30,30,30,60
397,https://img.pokemondb.net/sprites/sword-shield/icon/staravia.png,Staravia,Normal,Flying,340,55,75,50,40,40,80
398,https://img.pokemondb.net/sprites/sword-shield/icon/staraptor.png,Staraptor,Normal,Flying,485,85,120,70,50,60,100
399,https://img.pokemondb.net/sprites/sword-shield/icon/bidoof.png,Bidoof,Normal,,250,59,45,40,35,40,31
400,https://img.pokemondb.net/sprites/sword-shield/icon/bibarel.png,Bibarel,Normal,Water,410,79,85,60,55,60,71
401,https://img.pokemondb.net/sprites/sword-shield/icon/kricketot.png,Kricketot,Bug,,194,37,25,41,25,41,25
402,https://img.pokemondb.net/sprites/sword-shield/icon/kricketune.png,Kricketune,Bug,,384,77,85,51,55,51,65
403,https://img.pokemondb.net/sprites/sword-shield/icon/shinx.png,Shinx,Electric,,263,45,65,34,40,34,45
404,https://img.pokemondb.net/sprites/sword-shield/icon/luxio.png,Luxio,Electric,,363,60,85,49,60,49,60
405,https://img.pokemondb.net/sprites/sword-shield/icon/luxray.png,Luxray,Electric,,523,80,120,79,95,79,70
406,https://img.pokemondb.net/sprites/sword-shield/icon/budew.png,Budew,Grass,Poison,280,40,30,35,50,70,55
407,https://img.pokemondb.net/sprites/sword-shield/icon/roserade.png,Roserade,Grass,Poison,515,60,70,65,125,105,90
408,https://img.pokemondb.net/sprites/sword-shield/icon/cranidos.png,Cranidos,Rock,,350,67,125,40,30,30,58
409,https://img.pokemondb.net/sprites/sword-shield/icon/rampardos.png,Rampardos,Rock,,495,97,165,60,65,50,58
410,https://img.pokemondb.net/sprites/sword-shield/icon/shieldon.png,Shieldon,Rock,Steel,350,30,42,118,42,88,30
411,https://img.pokemondb.net/sprites/sword-shield/icon/bastiodon.png,Bastiodon,Rock,Steel,495,60,52,168,47,138,30
412,https://img.pokemondb.net/sprites/sword-shield/icon/burmy.png,Burmy,Bug,,224,40,29,45,29,45,36
413,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-plant.png,Wormadam,Bug,Grass,424,60,59,85,79,105,36
413,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-sandy.png,Wormadam,Bug,Ground,424,60,79,105,59,85,36
413,https://img.pokemondb.net/sprites/sword-shield/icon/wormadam-trash.png,Wormadam,Bug,Steel,424,60,69,95,69,95,36
414,https://img.pokemondb.net/sprites/sword-shield/icon/mothim.png,Mothim,Bug,Flying,424,70,94,50,94,50,66
415,https://img.pokemondb.net/sprites/sword-shield/icon/combee.png,Combee,Bug,Flying,244,30,30,42,30,42,70
416,https://img.pokemondb.net/sprites/sword-shield/icon/vespiquen.png,Vespiquen,Bug,Flying,474,70,80,102,80,102,40
417,https://img.pokemondb.net/sprites/sword-shield/icon/pachirisu.png,Pachirisu,Electric,,405,60,45,70,45,90,95
418,https://img.pokemondb.net/sprites/sword-shield/icon/buizel.png,Buizel,Water,,330,55,65,35,60,30,85
419,https://img.pokemondb.net/sprites/sword-shield/icon/floatzel.png,Floatzel,Water,,495,85,105,55,85,50,115
420,https://img.pokemondb.net/sprites/sword-shield/icon/cherubi.png,Cherubi,Grass,,275,45,35,45,62,53,35
421,https://img.pokemondb.net/sprites/sword-shield/icon/cherrim.png,Cherrim,Grass,,450,70,60,70,87,78,85
422,https://img.pokemondb.net/sprites/sword-shield/icon/shellos.png,Shellos,Water,,325,76,48,48,57,62,34
423,https://img.pokemondb.net/sprites/sword-shield/icon/gastrodon.png,Gastrodon,Water,Ground,475,111,83,68,92,82,39
424,https://img.pokemondb.net/sprites/sword-shield/icon/ambipom.png,Ambipom,Normal,,482,75,100,66,60,66,115
425,https://img.pokemondb.net/sprites/sword-shield/icon/drifloon.png,Drifloon,Ghost,Flying,348,90,50,34,60,44,70
426,https://img.pokemondb.net/sprites/sword-shield/icon/drifblim.png,Drifblim,Ghost,Flying,498,150,80,44,90,54,80
427,https://img.pokemondb.net/sprites/sword-shield/icon/buneary.png,Buneary,Normal,,350,55,66,44,44,56,85
428,https://img.pokemondb.net/sprites/sword-shield/icon/lopunny.png,Lopunny,Normal,,480,65,76,84,54,96,105
429,https://img.pokemondb.net/sprites/sword-shield/icon/mismagius.png,Mismagius,Ghost,,495,60,60,60,105,105,105
430,https://img.pokemondb.net/sprites/sword-shield/icon/honchkrow.png,Honchkrow,Dark,Flying,505,100,125,52,105,52,71
431,https://img.pokemondb.net/sprites/sword-shield/icon/glameow.png,Glameow,Normal,,310,49,55,42,42,37,85
432,https://img.pokemondb.net/sprites/sword-shield/icon/purugly.png,Purugly,Normal,,452,71,82,64,64,59,112
433,https://img.pokemondb.net/sprites/sword-shield/icon/chingling.png,Chingling,Psychic,,285,45,30,50,65,50,45
434,https://img.pokemondb.net/sprites/sword-shield/icon/stunky.png,Stunky,Poison,Dark,329,63,63,47,41,41,74
435,https://img.pokemondb.net/sprites/sword-shield/icon/skuntank.png,Skuntank,Poison,Dark,479,103,93,67,71,61,84
436,https://img.pokemondb.net/sprites/sword-shield/icon/bronzor.png,Bronzor,Steel,Psychic,300,57,24,86,24,86,23
437,https://img.pokemondb.net/sprites/sword-shield/icon/bronzong.png,Bronzong,Steel,Psychic,500,67,89,116,79,116,33
